,체결시간,현재가,거래량,시가,고가,저가
777,20221222143130,89700,3,89700,89700,89700
778,20221222143124,89700,1,89700,89700,89700
779,20221222143122,89600,1,89600,89600,89600
780,20221222143121,89700,3,89700,89700,89700
781,20221222143120,89700,21,89700,89700,89700
782,20221222143115,89700,10,89700,89700,89700
783,20221222143113,89700,1,89700,89700,89700
784,20221222143113,89700,1,89700,89700,89700
785,20221222143106,89700,11,89700,89700,89700
786,20221222143106,89700,1,89700,89700,89700
787,20221222143106,89700,3,89700,89700,89700
788,20221222143102,89700,1,89700,89700,89700
789,20221222143053,89700,3,89700,89700,89700
790,20221222143045,89600,3,89600,89600,89600
791,20221222143043,89600,2,89600,89600,89600
792,20221222143043,89600,1,89600,89600,89600
793,20221222143040,89700,5,89700,89700,89700
794,20221222143038,89700,4,89700,89700,89700
795,20221222143031,89700,2,89700,89700,89700
796,20221222143027,89700,3,89700,89700,89700
797,20221222143015,89700,4,89700,89700,89700
798,20221222143011,89700,1,89700,89700,89700
799,20221222143009,89700,3,89700,89700,89700
800,20221222143005,89600,1,89600,89600,89600
801,20221222143005,89600,1,89600,89600,89600
802,20221222142957,89700,3,89700,89700,89700
803,20221222142957,89700,20,89700,89700,89700
804,20221222142947,89700,3,89700,89700,89700
805,20221222142945,89600,5,89600,89600,89600
806,20221222142945,89600,5,89600,89600,89600
807,20221222142937,89600,3,89600,89600,89600
808,20221222142935,89700,3,89700,89700,89700
809,20221222142930,89600,5,89600,89600,89600
810,20221222142930,89600,2,89600,89600,89600
811,20221222142930,89600,6,89600,89600,89600
812,20221222142926,89600,1,89600,89600,89600
813,20221222142924,89700,3,89700,89700,89700
814,20221222142921,89600,1,89600,89600,89600
815,20221222142909,89700,4,89700,89700,89700
816,20221222142900,89700,1,89700,89700,89700
817,20221222142859,89600,80,89600,89600,89600
818,20221222142854,89700,3,89700,89700,89700
819,20221222142853,89600,5,89600,89600,89600
820,20221222142848,89600,1,89600,89600,89600
821,20221222142846,89700,3,89700,89700,89700
822,20221222142844,89700,3,89700,89700,89700
823,20221222142842,89700,1,89700,89700,89700
824,20221222142839,89600,4,89600,89600,89600
825,20221222142839,89600,4,89600,89600,89600
826,20221222142839,89600,5,89600,89600,89600
827,20221222142839,89600,5,89600,89600,89600
828,20221222142837,89600,4,89600,89600,89600
829,20221222142837,89600,5,89600,89600,89600
830,20221222142836,89600,1,89600,89600,89600
831,20221222142834,89700,21,89700,89700,89700
832,20221222142834,89700,3,89700,89700,89700
833,20221222142829,89600,3,89600,89600,89600
834,20221222142820,89700,1,89700,89700,89700
835,20221222142818,89700,3,89700,89700,89700
836,20221222142809,89600,1,89600,89600,89600
837,20221222142805,89700,3,89700,89700,89700
838,20221222142754,89700,3,89700,89700,89700
839,20221222142750,89700,4,89700,89700,89700
840,20221222142741,89700,1,89700,89700,89700
841,20221222142741,89600,1,89600,89600,89600
842,20221222142741,89700,3,89700,89700,89700
843,20221222142741,89700,1,89700,89700,89700
844,20221222142735,89700,2,89700,89700,89700
845,20221222142733,89700,4,89700,89700,89700
846,20221222142730,89700,3,89700,89700,89700
847,20221222142730,89600,1,89600,89600,89600
848,20221222142725,89700,1,89700,89700,89700
849,20221222142720,89700,1,89700,89700,89700
850,20221222142720,89600,3,89600,89600,89600
851,20221222142714,89700,3,89700,89700,89700
852,20221222142711,89700,21,89700,89700,89700
853,20221222142704,89700,3,89700,89700,89700
854,20221222142700,89700,8,89700,89700,89700
855,20221222142658,89600,5,89600,89600,89600
856,20221222142658,89600,5,89600,89600,89600
857,20221222142652,89600,1,89600,89600,89600
858,20221222142650,89700,4,89700,89700,89700
859,20221222142647,89600,1,89600,89600,89600
860,20221222142633,89700,4,89700,89700,89700
861,20221222142628,89700,1,89700,89700,89700
862,20221222142627,89700,1,89700,89700,89700
863,20221222142617,89700,4,89700,89700,89700
864,20221222142613,89700,1,89700,89700,89700
865,20221222142613,89600,1,89600,89600,89600
866,20221222142612,89600,3,89600,89600,89600
867,20221222142559,89700,4,89700,89700,89700
868,20221222142553,89700,1,89700,89700,89700
869,20221222142552,89600,1,89600,89600,89600
870,20221222142550,89700,1,89700,89700,89700
871,20221222142548,89700,21,89700,89700,89700
872,20221222142539,89700,4,89700,89700,89700
873,20221222142535,89600,1,89600,89600,89600
874,20221222142532,89700,1,89700,89700,89700
875,20221222142529,89600,5,89600,89600,89600
876,20221222142517,89600,5,89600,89600,89600
877,20221222142517,89600,5,89600,89600,89600
878,20221222142511,89600,5,89600,89600,89600
879,20221222142511,89600,4,89600,89600,89600
880,20221222142510,89700,8,89700,89700,89700
881,20221222142506,89600,4,89600,89600,89600
882,20221222142504,89700,3,89700,89700,89700
883,20221222142504,89600,3,89600,89600,89600
884,20221222142502,89700,1,89700,89700,89700
885,20221222142459,89600,1,89600,89600,89600
886,20221222142458,89600,1,89600,89600,89600
887,20221222142458,89600,44,89600,89600,89600
888,20221222142458,89600,44,89600,89600,89600
889,20221222142458,89600,30,89600,89600,89600
890,20221222142458,89600,44,89600,89600,89600
891,20221222142458,89600,44,89600,89600,89600
892,20221222142458,89600,21,89600,89600,89600
893,20221222142458,89600,21,89600,89600,89600
894,20221222142458,89600,22,89600,89600,89600
895,20221222142458,89600,44,89600,89600,89600
896,20221222142458,89600,22,89600,89600,89600
897,20221222142458,89600,4,89600,89600,89600
898,20221222142456,89500,1,89500,89500,89500
899,20221222142451,89600,5,89600,89600,89600
